"REF_NO","children","age_band","status","occupation","occupation_partner","home_status","family_income","self_employed","self_employed_partner","year_last_moved","TVarea","post_code","post_area","Average.Credit.Card.Transaction","Balance.Transfer","Term.Deposit","Life.Insurance","Medical.Insurance","Average.A.C.Balance","Personal.Loan","Investment.in.Mutual.Fund","Investment.Tax.Saving.Bond","Home.Loan","Online.Purchase.Amount","Revenue.Grid","gender","region","Investment.in.Commudity","Investment.in.Equity","Investment.in.Derivative","Portfolio.Balance"
1300,"2","41-45","Partner","Secretarial/Admin","Other","Own Home","<15,000, >=12,500","No","No",1983,"Yorkshire","S41 7BW","S41",0,0.02,0,20.46,0,5.99,12,2.49,4.97,0,0,2,"Female","East Midlands",4.1,4.24,7.65,-32.59
1054,"1","31-35","Partner","Professional","Manual Worker","Own Home","<25,000, >=22,500","No","No",1991,"Meridian","BH23 1RB","BH23",0,26.06,0,41.88,9.99,0,9.99,11.99,0,0,0,2,"Female","South West",15.59,3.66,12.31,31.14
6291,"Zero","55-60","Partner","Retired","Retired","Own Home","<17,500, >=15,000","No","No",1971,"Granada","LA12 7JP","LA12",0,29.99,8.99,0,6.99,47.95,0,7.49,13.46,29.96,0,2,"Female","North",9.19,16.48,12.65,85.11
5399,"Zero","45-50","Partner","Housewife","Professional","Own Home",">=35,000","No","No",1989,"Yorkshire","WF8 3AL","WF8",0,0,0,0,0,0,0,0,19.99,0,0,2,"Female","Unknown",0,3.33,3.33,-13.02
5590,"Zero","22-25","Partner","Secretarial/Admin","Business Manager","Own Home","<30,000, >=27,500","No","No",1996,"Tyne Tees","NE40 3HE","NE40",92.95,346.39,284.84,612.2,57.92,334.59,86.43,424.1,11.97,64.14,99.47,2,"Female","North",278.86,170.12,254.54,659.6
6733,"Zero","55-60","Partner","Other","Retired","Own Home","<15,000, >=12,500","No","No",1979,"Central","WV11 2BX","WV11",52.98,0,137.43,0,4.79,0,0,0,0,0,0,2,"Female","West Midlands",39.04,0,0.8,54.49
8042,"Zero","71+","Widowed","Retired","Unknown","Own Home","<17,500, >=15,000","No","No",1977,"Yorkshire","LN13 9PT","LN13",0,44.99,0,0,0,0,0,0,0,0,0,2,"Male","East Midlands",9,0,0,1.95
285,"1","36-40","Partner","Professional","Professional","Own Home",">=35,000","Yes","No",1997,"Scottish TV","G75 9DP","G75",421.76,173.45,38.98,259.39,53.45,40.92,59.94,90.93,39.99,0,518.83,1,"Female","Scotland",189.41,125.1,90.77,397.5
1864,"Zero","41-45","Partner","Secretarial/Admin","Manual Worker","Own Home","<27,500, >=25,000","No","No",1987,"Carlton","UB3 2LW","UB3",0,0,0,0,0,0,0,0,0,0,0,2,"Female","South East",0,0,0,17.87
7954,"2","36-40","Partner","Professional","Other","Own Home",">=35,000","No","No",1989,"Carlton","RH10 3XG","RH10",242.94,0,29.49,0,36.46,0,15.99,0,0,0,0,1,"Male","South East",61.78,2.67,8.74,132.96
2153,"Zero","45-50","Divorced/Separated","Manual Worker","Unknown","Own Home","<12,500, >=10,000","No","No",1977,"Yorkshire","DN37 9NA","DN37",0,44.45,24.99,97.94,9.98,161.42,0,142.38,4,6.29,20.97,2,"Female","Unknown",35.47,55.84,69.29,184.54
9117,"Zero","51-55","Partner","Professional","Manual Worker","Own Home","<25,000, >=22,500","No","No",1967,"Unknown","NP20 7XW","NP20",0,0,9.99,0,0,0,0,0,0,0,0,2,"Female","Unknown",2,0,0,22.75
1651,"Zero","51-55","Partner","Other","Unknown","Own Home","< 8,000, >= 4,000","No","Yes",1996,"Central","DE23 7BY","DE23",52.48,0,101.46,0,34.46,34.99,0,0,0,0,0,2,"Female","East Midlands",37.68,5.83,11.58,58.77
10539,"Zero","41-45","Widowed","Other","Unknown","Own Home","< 8,000, >= 4,000","No","No",1986,"Granada","SK9 3NG","SK9",14.99,0,0,132.94,0,123.91,0,13.99,0,46.45,0,2,"Female","North West",29.59,30.73,45.14,65.23
3693,"Zero","51-55","Partner","Unknown","Secretarial/Admin","Own Home","<27,500, >=25,000","No","No",1960,"Central","NG5 5AA","NG5",0,51.48,0,11.99,0,70.96,0,45.07,0,0,0,2,"Female","East Midlands",12.69,19.34,21.34,17.59
8790,"1","65-70","Partner","Housewife","Professional","Own Home","<25,000, >=22,500","No","No",1972,"Central","LE2 4NY","LE2",0,106.46,0,381.32,0,46.43,0,166.84,0,7.45,10.49,1,"Female","East Midlands",97.56,38.54,99.1,230.03
10132,"Zero","55-60","Partner","Retired","Retired","Own Home","<25,000, >=22,500","No","No",1972,"Central","GL3 3EA","GL3",0,0.01,0,200.9,0,259.25,0,102.88,0,50.41,67.94,2,"Male","South West",40.18,80.08,93.84,224.81
4933,"3","31-35","Partner","Secretarial/Admin","Professional","Own Home",">=35,000","No","No",1984,"Granada","PR9 7JE","PR9",0,0.51,0,0.01,0,0,0,0,0,0,0,2,"Female","North West",0.1,0,0,22.35
1603,"1","41-45","Partner","Housewife","Manual Worker","Own Home","<17,500, >=15,000","No","No",1980,"Scottish TV","FK5 3DN","FK5",19.99,140.43,44.49,175.39,0,36.44,131.38,23.48,2,28.45,41.97,2,"Female","Scotland",76.06,43.95,61.45,131.32
7757,"Zero","22-25","Single/Never Married","Secretarial/Admin","Student","Own Home","<30,000, >=27,500","No","No",1993,"Carlton","SW18 4JG","SW18",0,19.49,0,0,0,0,0,11.99,0,0,0,2,"Female","South East",3.9,2,2,-15.16
5961,"1","31-35","Single/Never Married","Secretarial/Admin","Manual Worker","Own Home","<30,000, >=27,500","No","No",1980,"Yorkshire","HD8 0NG","HD8",0,0,0,53.98,0,19.46,23.88,73.93,24.99,0,0,2,"Female","Unknown",10.8,23.71,32.71,44.35
3346,"Zero","26-30","Single/Never Married","Professional","Unknown","Own Home",">=35,000","No","No",1993,"Carlton","M8 5UW","M8",0,0,0,0.01,0,102.48,0,22.96,0,3.99,0,2,"Male","North West",0,21.57,20.91,113.25
8193,"Zero","61-65","Partner","Retired","Retired","Own Home","< 8,000, >= 4,000","No","No",1991,"Carlton","CM1 3NH","CM1",0,0,0,0,21.97,6.98,0,0,0,4.49,0,2,"Female","South East",4.39,1.91,4.83,73.57
1719,"2","41-45","Partner","Professional","Business Manager","Own Home",">=35,000","No","No",1982,"Scottish TV","ML1 2QE","ML1",0,0,0,35,0,26.44,31.98,23.48,6.49,1.49,72.95,1,"Female","Scotland",7,27.14,20.57,39.23
10876,"Zero","36-40","Divorced/Separated","Professional","Unknown","Own Home","<30,000, >=27,500","No","No",1997,"Carlton","W12 0SS","W12",34.99,283.96,11.49,127.95,31.97,0,44.72,25.48,0,0,0,2,"Female","South East",98.07,11.7,38.35,157.45
518,"Zero","55-60","Partner","Professional","Unknown","Own Home",">=35,000","No","Yes",1970,"Carlton","RH5 6PG","RH5",0,0,0,0,0,7,0,41.97,0,0,1.99,2,"Female","South East",0,8.49,8.16,4.85
6650,"1","36-40","Partner","Manual Worker","Manual Worker","Own Home","<17,500, >=15,000","No","No",1984,"TV South West","TQ5 9JA","TQ5",87.05,148.43,505.54,169.79,33.43,92.9,56.46,57.93,11.99,0,159.36,2,"Female","South West",188.85,63.11,70.42,338.56
10540,"2","26-30","Partner","Professional","Professional","Own Home","<30,000, >=27,500","No","No",1991,"Granada","WN6 8LP","WN6",16.98,63.43,78.96,93.28,120.93,4.99,0,77.45,0,0,18.96,2,"Male","North West",74.72,16.9,49.44,227.82
7699,"Zero","45-50","Partner","Professional","Professional","Own Home",">=35,000","Yes","Yes",1988,"Granada","PR3 0AN","PR3",2.99,171.94,84.96,145.89,29.95,161.32,125.87,162.37,9.99,0,20.78,2,"Male","North West",87.15,80.06,105.9,309.77
10554,"Zero","51-55","Widowed","Retired","Retired","Own Home","<12,500, >=10,000","No","No",1980,"Granada","CH3 9HA","CH3",9.99,89.98,0,94.97,0,103.94,0,0,0,0,0,2,"Female","North West",38.99,17.32,33.15,36.45
2402,"Zero","51-55","Partner","Manual Worker","Retired","Own Home","<22,500, >=20,000","No","Yes",1984,"Scottish TV","G69 9NZ","G69",90.47,0,59.46,0,59.47,54.99,0,0.52,41.46,0,27.48,2,"Female","Scotland",41.88,20.74,26.07,179.28
11479,"Zero","51-55","Partner","Other","Manual Worker","Own Home","<10,000, >= 8,000","No","Yes",1966,"Anglia","NN9 6LB","NN9",234.96,116.95,0,299.81,40.98,57.45,0,75.48,0,4.49,153.88,1,"Female","East Midlands",138.54,48.55,78.95,264.56
5720,"2","31-35","Partner","Secretarial/Admin","Manual Worker","Own Home","Unknown","No","No",1999,"HTV","CF83 1TU","CF83",0,51.47,29.49,39.45,37.94,80.94,0,26.48,4.49,30.44,0,2,"Female","Wales",31.67,23.73,31.55,63.44
7467,"1","26-30","Single/Never Married","Professional","Manual Worker","Own Home","<17,500, >=15,000","No","Yes",1993,"Granada","OL16 3NS","OL16",0,0,29.98,137.45,0,61.46,72.46,50.98,0,9.99,0,2,"Female","North West",33.49,32.48,53.73,90.32
3580,"2","41-45","Partner","Professional","Professional","Own Home",">=35,000","Yes","Yes",1984,"Carlton","PR4 0BZ","PR4",0,65.46,31.47,8.98,19.46,58.95,155.29,78.84,27.48,0,0,2,"Female","North West",25.07,53.43,58.17,156.05
3354,"Zero","41-45","Partner","Housewife","Professional","Own Home",">=35,000","No","No",1973,"Tyne Tees","DL5 6LG","DL5",198.98,0,0,23.49,19.99,15.99,165.87,0,0,0,0,2,"Female","North",48.49,30.31,37.56,92.87
6177,"2","26-30","Partner","Housewife","Professional","Own Home",">=35,000","No","No",1995,"Granada","M28 7WA","M28",0,29.99,56.44,154.27,94.85,77.94,61.94,63.45,13.97,19.48,31.46,2,"Female","North West",67.11,44.71,77.74,146.72
7803,"2","41-45","Partner","Unknown","Unknown","Own Home",">=35,000","Yes","Yes",1993,"HTV","BA13 3TD","BA13",0,0.02,21.47,22.93,45.45,11.47,89.41,0,16.7,20.94,39.91,2,"Male","South West",17.97,29.74,30.99,50.37
9700,"2","36-40","Partner","Professional","Professional","Own Home",">=35,000","No","No",1998,"Carlton","GU16 5QF","GU16",0,11.98,0,95.44,0,27.93,0,40.96,0,7.99,7.98,2,"Male","South East",21.48,14.14,27.39,122.2
1188,"Zero","55-60","Single/Never Married","Retired","Retired","Own Home","<22,500, >=20,000","No","No",1998,"HTV","BS8 3QP","BS8",0,0,38.97,36.46,7.47,0,0,0,0,0,0,2,"Male","South West",16.58,0,7.32,89.99
11245,"Zero","55-60","Widowed","Retired","Unknown","Own Home","<27,500, >=25,000","No","No",1987,"Meridian","BH13 6AF","BH13",73.36,19.99,0,73.47,19.48,17.99,0,68.95,1,0,0,2,"Female","South West",37.26,14.66,30.15,97.99
2994,"Zero","65-70","Partner","Retired","Retired","Own Home","<27,500, >=25,000","No","No",1971,"Carlton","NW4 4HP","NW4",11.48,1.58,0,114.43,2.99,0,0,24.48,0,7.48,6.97,2,"Female","South East",26.1,6.49,23.65,42.21
7772,"Zero","41-45","Partner","Secretarial/Admin","Professional","Own Home","<30,000, >=27,500","No","No",1983,"Meridian","L11 9SS","L11",99.94,421.81,171.94,379.31,187.33,77.34,0,467.62,25.43,44.38,140.86,2,"Female","North West",252.07,125.94,189.51,569.34
2942,"1","31-35","Partner","Housewife","Manual Worker","Own Home","<22,500, >=20,000","No","No",1993,"Yorkshire","DN34 5LX","DN34",0,107.97,0,80.97,19.99,91.94,0,0,0,0,0,2,"Female","Unknown",41.79,15.32,32.15,92.17
10742,"Zero","22-25","Single/Never Married","Professional","Professional","Own Home","<15,000, >=12,500","No","No",1994,"Central","SY3 5EP","SY3",47.98,42.99,39.99,179.92,9.97,38.48,0,78.95,0,0,0,2,"Female","West Midlands",64.17,19.57,51.22,88.18
11472,"2","26-30","Partner","Professional","Secretarial/Admin","Own Home","<27,500, >=25,000","No","No",1997,"Central","GL54 5YL","GL54",33.98,0,0,0,45.46,0,0,0,0,0,0,2,"Male","South West",15.89,0,7.58,41.74
3594,"Zero","22-25","Single/Never Married","Other","Secretarial/Admin","Rent from Council/HA","<20,000, >=17,500","No","No",1994,"Carlton","EN7 6HD","EN7",130.95,0,320.9,34.99,222.8,0,0,33.99,4.99,0,73.43,2,"Female","South East",141.93,18.74,49.46,166.59
248,"Zero","55-60","Partner","Retired","Retired","Own Home","< 4,000","No","No",1956,"Carlton","TW20 8BL","TW20",27.98,0,35.48,0,0,0,0,0,0,0,0,2,"Female","South East",12.69,0,0,28.03
9729,"Zero","31-35","Partner","Professional","Other","Own Home","<27,500, >=25,000","No","No",1996,"HTV","BS37 4NP","BS37",105.17,35,34.99,77.93,43.95,4.99,0,43.93,0,9.99,0,2,"Male","South West",59.41,9.82,28.47,46.69
3447,"3","41-45","Partner","Other","Housewife","Own Home","<17,500, >=15,000","No","No",1996,"Meridian","SP5 2AW","SP5",39.96,82.47,58.96,422.82,39.48,79.36,50.97,505.02,8.97,27.45,66.97,2,"Female","South West",128.74,123.12,184.44,383.17
2478,"2","41-45","Partner","Housewife","Professional","Rent Privately","<30,000, >=27,500","No","No",1997,"Carlton","PR7 6SS","PR7",0,0,0,0,0,63.98,0,0,0,0,0,2,"Female","North West",0,10.66,10.66,-5.59
1064,"Zero","65-70","Partner","Retired","Retired","Own Home","<10,000, >= 8,000","No","No",1978,"Central","B29 4RB","B29",0,67.47,0,0,0,0,0,0,0,0,0,2,"Female","West Midlands",13.49,0,0,73.58
2851,"1","31-35","Partner","Secretarial/Admin","Professional","Own Home",">=35,000","No","No",1991,"Central","CV35 8BP","CV35",4.99,94.47,0,141.44,0,68.9,67.93,15.48,30.66,44.83,21.97,2,"Female","West Midlands",48.18,41.63,54.07,165.2
8505,"Zero","65-70","Partner","Retired","Secretarial/Admin","Own Home","<12,500, >=10,000","No","No",1988,"TV South West","TQ14 9UZ","TQ14",0,238.44,0,93.89,0,7.99,0,9.49,0,0,0,2,"Male","South West",66.47,2.91,18.56,110.1
2242,"Zero","26-30","Partner","Manual Worker","Other","Own Home","<20,000, >=17,500","Yes","No",1996,"Anglia","CO5 0DS","CO5",36.96,0,29.49,0,0,0,0,0,0,1.24,0,2,"Male","South East",13.29,0.21,0,-43.03
3834,"2","36-40","Partner","Manual Worker","Unknown","Rent from Council/HA","<30,000, >=27,500","No","Yes",1985,"Scottish TV","EH49 6DD","EH49",39.48,25.98,24.49,23.48,34.99,17.49,48.48,127.36,0,0,20.99,2,"Male","Scotland",29.68,35.72,41.97,78.15
9773,"2","26-30","Partner","Housewife","Professional","Own Home",">=35,000","No","No",1996,"Anglia","CM9 8UF","CM9",52.46,0,14.99,14.99,35.48,0,70.44,0,0,0,0,2,"Female","South East",23.58,11.74,20.15,55.59
4178,"2","36-40","Divorced/Separated","Unknown","Unknown","Own Home","< 4,000","No","No",1988,"Yorkshire","HU17 5LH","HU17",34.99,120.99,0,82.95,39.98,2.49,18.99,67.43,22.44,13.96,119.45,1,"Female","Unknown",55.78,40.79,39.05,174.69
3498,"1","41-45","Partner","Business Manager","Other","Own Home","<27,500, >=25,000","No","No",1995,"Carlton","L12 0FP","L12",84.46,65.46,0,0,73.91,23.95,0,39.98,0,8.71,27.97,2,"Male","North West",44.77,16.77,22.97,81.46
9811,"Zero","51-55","Partner","Secretarial/Admin","Retired","Own Home","<27,500, >=25,000","No","No",1980,"Central","LE4 8HG","LE4",24.48,99.45,39.49,176.93,0,39.46,0,35.47,0,0,23.51,2,"Female","East Midlands",68.07,16.41,41.98,101.71
3862,"2","26-30","Partner","Secretarial/Admin","Unknown","Own Home","<17,500, >=15,000","No","Yes",1991,"Granada","WN5 9ED","WN5",0,0,0,0,14.48,38.41,46.45,16.48,0,11.72,0,2,"Female","North West",2.9,18.84,19.3,37.46
2315,"Zero","45-50","Partner","Business Manager","Professional","Own Home","Unknown","No","No",1989,"Granada","WN8 6TA","WN8",0,0,0,55.98,0,3.49,0,201.39,0,14.98,0,2,"Female","North West",11.2,36.64,43.48,102.7
7059,"Zero","51-55","Partner","Professional","Housewife","Own Home",">=35,000","No","No",1992,"Scottish TV","G46 6SD","G46",69.44,47.48,149.44,185.88,49.93,36.41,0,32.47,29.93,31.44,71.88,2,"Male","Scotland",100.43,33.69,55.77,189.74
3095,"Zero","65-70","Partner","Retired","Retired","Own Home",">=35,000","No","No",1998,"Carlton","KT11 2NN","KT11",0,34.49,39.99,57.98,7.49,53.47,0,5.49,9.99,10.99,0,2,"Male","South East",27.99,13.32,22.4,86.48
7096,"Zero","Unknown","Unknown","Unknown","Unknown","Unclassified","Unknown","No","No",0,"TV South West","EX12 2HJ","EX12",0,0,0,89.45,0,0,0,162.4,0,0,0,2,"Male","South West",17.89,27.07,41.98,119.96
9022,"Zero","41-45","Partner","Secretarial/Admin","Professional","Own Home","<30,000, >=27,500","No","Yes",1979,"Carlton","PR8 8PA","PR8",59.97,0,0,8.48,0,36.95,145.37,0,4.98,0,0,2,"Female","North West",13.69,31.22,32.63,93.53
4346,"Zero","26-30","Single/Never Married","Professional","Unknown","Own Home","<25,000, >=22,500","No","No",1993,"Central","DE5 3EE","DE5",44.48,29.99,0,0,56.44,28.97,0,67.46,0,4.69,0,2,"Female","East Midlands",26.18,16.85,25.48,93.74
4835,"Zero","55-60","Partner","Retired","Retired","Own Home","<22,500, >=20,000","Yes","Yes",1953,"Yorkshire","HU11 5DA","HU11",0,0,0,0,0,0,0,0,1.99,0,0,2,"Female","Unknown",0,0.33,0.33,-12.87
7271,"2","41-45","Widowed","Professional","Unknown","Own Home","<15,000, >=12,500","No","No",1996,"Border","DG9 0HE","DG9",0,0,0,0,10.99,8.99,12.99,0,6,6.73,212.43,1,"Female","Scotland",2.2,41.19,6.5,56.06
6901,"2","36-40","Partner","Professional","Professional","Own Home",">=35,000","No","No",1992,"Yorkshire","BD16 4SJ","BD16",0,34.49,0,201.44,0,17.98,0,69.95,0,0,0,2,"Female","Unknown",47.19,14.66,48.23,133
1794,"Zero","65-70","Partner","Retired","Retired","Own Home","<10,000, >= 8,000","No","No",1986,"Meridian","M52 9JP","M52",0,35.48,0,17.49,0,0,0,0,0,0,0,2,"Female","North West",10.59,0,2.92,28.56
2584,"Zero","61-65","Partner","Housewife","Business Manager","Own Home","<17,500, >=15,000","No","No",1984,"Anglia","IP8 3BJ","IP8",0,41.44,0,103.42,7.49,30.44,0,121.36,22.48,0,23.98,2,"Female","East Anglia",30.47,33.04,47.53,133.82
2579,"2","31-35","Divorced/Separated","Other","Manual Worker","Own Home","<27,500, >=25,000","Yes","No",1992,"Scottish TV","FK4 1JU","FK4",50.98,30.01,0,8.99,29.99,23.43,36.48,119.41,19.98,0,29.46,2,"Female","Scotland",23.99,38.13,39.71,69.39
8890,"1","18-21","Partner","Professional","Professional","Own Home","<27,500, >=25,000","No","No",1986,"Central","CV10 9JN","CV10",45.98,0.51,14.49,31.98,0,29.49,0,27.47,0,14.97,0,2,"Male","West Midlands",18.59,11.99,14.82,60.89
8452,"1","51-55","Partner","Other","Manual Worker","Own Home","<30,000, >=27,500","No","No",1971,"Meridian","BH11 9LF","BH11",0,14.99,0,29.49,23.47,58.48,45.48,22.47,0,0,0,2,"Female","South West",13.59,21.07,29.9,74.48
10406,"2","31-35","Partner","Professional","Professional","Own Home","<22,500, >=20,000","No","No",1989,"Granada","WA15 7RP","WA15",0,0,0,0,13.44,49.97,0,101.41,5.98,0,0,2,"Male","North West",2.69,26.23,28.47,47.37
6023,"1","51-55","Partner","Business Manager","Business Manager","Own Home","<25,000, >=22,500","Yes","Yes",1989,"Scottish TV","ML12 6JU","ML12",121.44,0,0,40.93,46.45,12.98,37.94,116.37,2.49,0,0,1,"Female","Scotland",41.76,28.3,42.86,129.93
942,"1","31-35","Partner","Business Manager","Manual Worker","Own Home",">=35,000","No","No",1996,"TV South West","TQ14 9UF","TQ14",0,0,119.47,0,45.92,25.97,226.84,44.48,9.49,10.48,42.47,2,"Female","South West",33.08,59.96,58.78,100.36
551,"1","45-50","Partner","Professional","Retired","Own Home",">=35,000","No","No",1975,"Unknown","NP19 7RW","NP19",23.48,0.01,158.96,80.96,54.43,25.46,31.98,74.94,10.98,0,0,2,"Female","Unknown",63.57,23.89,46.46,141.09
540,"Zero","65-70","Partner","Retired","Retired","Own Home","<25,000, >=22,500","No","No",1990,"Yorkshire","S42 7PZ","S42",0,17.49,0,100.96,0,63.97,0,34.97,18.95,0,0,2,"Female","East Midlands",23.69,19.65,36.48,117.78
5536,"2","41-45","Partner","Professional","Professional","Own Home",">=35,000","No","No",1980,"Central","M6 8UE","M6",0,88.96,0,0,0,0,0,19.99,0,0,0,2,"Female","North West",17.79,3.33,3.33,6.21
11288,"1","26-30","Widowed","Unknown","Unknown","Own Home",">=35,000","Yes","Yes",1996,"Scottish TV","G61 4NN","G61",0,37.91,74.45,118.81,0,18.48,15.98,35.96,20,10.71,0,2,"Female","Scotland",46.23,16.86,34.87,176.56
7655,"Zero","51-55","Partner","Housewife","Business Manager","Own Home",">=35,000","No","No",1973,"Central","DY4 0SJ","DY4",0,0,0,27.97,0,0,0,0,0,0,0,2,"Female","West Midlands",5.59,0,4.66,24.17
10347,"2","31-35","Partner","Housewife","Business Manager","Own Home","<30,000, >=27,500","No","No",1994,"Carlton","L13 9AY","L13",0,0,64.98,0,0,0,10.99,11.49,0,0,0,2,"Female","North West",13,3.75,3.75,57.54
9056,"1","45-50","Partner","Business Manager","Housewife","Own Home","<30,000, >=27,500","No","No",1981,"Meridian","M16 8HG","M16",32.98,0,0,0,0,0,28.48,55.46,0,0,0,2,"Male","North West",6.6,13.99,13.99,60.81
2305,"3","41-45","Partner","Professional","Professional","Own Home","<30,000, >=27,500","No","No",1977,"Meridian","BN13 2TD","BN13",0,0,0,0,0,0,0,0,0,0,4306.42,1,"Male","South East",0,717.74,0,750.49
3620,"Zero","51-55","Partner","Unknown","Professional","Own Home",">=35,000","Yes","No",1971,"Central","B91 1TE","B91",0,0.01,0,20.99,0,0,0,0,0,0,0,2,"Female","West Midlands",4.2,0,3.5,-28.73
419,"1","51-55","Partner","Housewife","Professional","Own Home",">=35,000","No","No",1994,"Central","B60 4HF","B60",0,118.94,20,115.82,15.99,27.01,224.91,5.48,12.7,35.17,0,2,"Female","West Midlands",54.15,50.88,66.99,150.05
10696,"2","26-30","Partner","Housewife","Business Manager","Own Home","<20,000, >=17,500","No","No",1998,"Unknown","CF15 7NX","CF15",0,0,0,0,21.97,0,0,23.48,0,0,0,2,"Female","Unknown",4.39,3.91,7.58,24.04
7003,"Zero","55-60","Divorced/Separated","Secretarial/Admin","Unknown","Rent Privately","<10,000, >= 8,000","No","No",1989,"Anglia","MK45 4SD","MK45",0,39.99,0,27.49,0,0,0,20,0,0,0,2,"Female","South East",13.5,3.33,7.92,9.46
5094,"Zero","55-60","Partner","Manual Worker","Retired","Own Home","<17,500, >=15,000","No","No",1978,"Anglia","LU7 7NG","LU7",19.49,44.49,252.39,233.4,158.37,221.4,0,67.46,18.98,0,13.98,2,"Female","South East",141.63,53.64,116.6,347.08
9002,"Zero","31-35","Divorced/Separated","Professional","Unknown","Own Home",">=35,000","No","No",1989,"Anglia","MK42 7LU","MK42",19.99,17.99,9.99,52.36,9.99,24.99,0,33.98,0,11.74,0,2,"Male","South East",22.06,11.79,20.22,89.82
8445,"3","31-35","Partner","Professional","Business Manager","Own Home",">=35,000","Yes","Yes",1990,"Yorkshire","HD8 0QR","HD8",0,40.53,0,285.85,0,29.48,55.43,64.94,0,11.44,0,2,"Female","Unknown",65.28,26.88,72.62,215.92
317,"Zero","51-55","Partner","Professional","Other","Own Home","<27,500, >=25,000","No","No",1991,"Meridian","L34 5PF","L34",0,24.99,0,15.99,0,2.5,0,24.99,0,0,0,2,"Male","North West",8.2,4.58,7.25,41.31
4201,"Zero","71+","Widowed","Housewife","Unknown","Own Home","<10,000, >= 8,000","No","No",1985,"Tyne Tees","TS5 8HW","TS5",0,24.99,204.94,15.99,44.98,0,0,0,5.98,58.87,0,2,"Female","North",58.18,10.81,11.16,79.93
7400,"Zero","31-35","Partner","Secretarial/Admin","Professional","Own Home",">=35,000","No","No",1988,"Granada","PR4 1DH","PR4",0,39.99,0,0,15.48,29.49,87.92,14.99,9.99,0,0,2,"Female","North West",11.09,23.73,26.31,21.61
2903,"Zero","61-65","Partner","Retired","Retired","Own Home","<17,500, >=15,000","No","No",1956,"Yorkshire","HU10 7QZ","HU10",33.99,59.98,122.45,205.9,41.98,83.97,42.48,31.98,0,6.99,28.45,2,"Female","Unknown",92.86,32.31,67.72,180.75
